label,0,1,2,3,4,5,6,7,8,9
1,0.11768252245734617,0.14360643877735546,0.07915837704226186,0.05594742870923017,0.061554229215650194,0.05419907156206649,0.09344667510701297,0.1035148007475746,0.1310664978597693,0.09296436968710443
1,0.14676580648296725,0.12659765757885005,0.04767458813238062,0.09204451572143596,0.06575302522233609,0.0513194343198719,0.070029644748992,0.10676969431889981,0.06521844778150306,0.1782086795937229
0,0.126625874766424,0.14538526362070917,0.08573626937309936,0.08753160150954406,0.06968819843915976,0.06426556259846924,0.10958853918587211,0.15949144469277757,0.06151760524676727,0.06987139559594159
1,0.12554888842908768,0.07522357863760698,0.086856564820562,0.12205439455594673,0.0789479734234543,0.07448789571694722,0.08676460445547884,0.07030369910568517,0.11069728946823894,0.10915695335310435
0,0.12447942536201567,0.084514576089863,0.10678943949871958,0.11993275512933194,0.11420165819738032,0.0649524318954641,0.1066748175600807,0.11863370649142337,0.052649677148205315,0.08443816146410475
0,0.08255666464457061,0.04285005239066938,0.07400871339546718,0.05233552087354486,0.0701483483152271,0.10516737440026538,0.1091931836982296,0.09744664423978507,0.10312689571499505,0.2057023107042395
1,0.14981237828338198,0.06483636536360551,0.03766684083028501,0.10720562390158232,0.0942383508288604,0.09072341234028355,0.07238873319716888,0.04806915878972041,0.09946325939296095,0.16900204246425715
0,0.17236977558163516,0.09627341980646519,0.08754375128680274,0.09722050648548444,0.10397364628371451,0.06419600576487583,0.10257360510603285,0.08190240889437939,0.044842495367511,0.1077619929997947
0,0.16405350692652684,0.11967610050410932,0.09828126860635857,0.10252848013337053,0.08375342357004015,0.07795816298178121,0.060651768348349656,0.02961139999206132,0.07406819354582625,0.15813916564125144
0,0.12266239218380369,0.08827570414472118,0.08381039615296554,0.06461338829097038,0.06732310510648064,0.07010915197313178,0.1063277612395995,0.07507060529730637,0.08251278528356613,0.17803984428669634
1,0.09631715383927908,0.10033967998569737,0.10722266916957301,0.07160096540627485,0.05998033431661714,0.07289711272012242,0.09600429069455607,0.08013765978367726,0.08550102797890462,0.18204165549298149
0,0.10742896663016667,0.039392542216586314,0.0521583770387872,0.10457610512362359,0.08973546193302923,0.06538528038729795,0.08100397671603864,0.09498011641980361,0.13028067546539251,0.18232378537260047
0,0.08401171093973116,0.1166095401313914,0.03752499285918268,0.07701371036846569,0.0752642102256509,0.09283061982290848,0.0695872607826343,0.09590117109397392,0.09572265067123677,0.19983576121108165
0,0.16951745237101867,0.1033931303017665,0.036782088722013655,0.053191489361702135,0.04818523153942319,0.03539146154915949,0.11368377138089385,0.07439855374774075,0.106104853288833,0.19287998887498317
0,0.16608928041175808,0.11303573196080408,0.07588505064502345,0.07129895410604087,0.07849153716717848,0.064898215051636,0.09630802731861812,0.11049523243920903,0.05641888547956127,0.12524332706456784
1,0.11704732322309475,0.06906632559839151,0.06490042024483837,0.08372008039466397,0.08576649004202501,0.07586332906998121,0.08912844874840115,0.07622875936415065,0.11328339119313023,0.1748583957610099
0,0.115726753944277,0.1002014098690844,0.13607754279959675,0.06868915743538184,0.04779288351795966,0.034113796576033396,0.09885867740852616,0.09038267875125829,0.1082997650218201,0.16633098355152573
0,0.14238860516328686,0.06151899920348585,0.07412266316825326,0.07566883755798157,0.052616783020193535,0.0836808321229432,0.11235533898702069,0.0885536241390629,0.10415592934451597,0.1579440565993542
0,0.13597581179589122,0.07964711729622265,0.09389496355202054,0.05682571239231164,0.055500331345262645,0.07463552021206069,0.08192511597084184,0.052973823724321654,0.11551524188204147,0.2173624917163699
0,0.11405588878039687,0.1310736039429044,0.08476310038592015,0.04835634909564318,0.12112335518668342,0.0482633561166139,0.07857906728042093,0.11284698005300622,0.0658855256428132,0.1442786069651749
0,0.1346726190476193,0.08337710084033652,0.05400910364145723,0.06031162464986055,0.10307247899159876,0.08582808123249257,0.09510679271708568,0.0747111344537824,0.06770833333333318,0.204175420168066
1,0.12465040023146001,0.0860738740476414,0.08091426367055786,0.13902015623493078,0.06606230108978717,0.06124023531680905,0.05627350757064324,0.0692930851576811,0.09832192111100439,0.1626964991802496
0,0.10425170068027169,0.07491496598639555,0.08350340136054459,0.05829081632653095,0.09961734693877645,0.044090136054422406,0.11598639455782268,0.10127551020408214,0.10909863945578242,0.17206632653061107
0,0.12421775488730027,0.07077587639142828,0.08844215539680021,0.05969983939746484,0.09780140665669904,0.0690037104723927,0.10112421775488825,0.1021764412693136,0.12626682173118337,0.10223182145428283
0,0.17218790941418707,0.08216357851394333,0.09414186786449637,0.05586749017406001,0.08737288664295989,0.045947969305633725,0.0654750764239813,0.08631230894004618,0.08927568781583327,0.17081539709276974
0,0.16995439309852203,0.12374306280564826,0.07099291169844554,0.08566404747513748,0.04099126325622362,0.07341062695752491,0.10346722347381625,0.07379526347601512,0.1368756525083797,0.09352162206714687
1,0.14436526788070683,0.10477698601214055,0.06972816046450155,0.05542359461599392,0.04692531010820858,0.050356294536816996,0.05790446027975687,0.1448931116389558,0.1186592768540515,0.15756136183689806
0,0.17321888412016923,0.1082117310443491,0.07410586552217675,0.06197424892703944,0.07444921316166007,0.02266094420600947,0.08566523605150304,0.09676680972818252,0.06391988555078755,0.17224606580829588
0,0.12527704845364399,0.057626078357826425,0.05261363248883274,0.07000375080983366,0.04882872438367282,0.062399836328297736,0.04698741773792011,0.1067275889112426,0.12940293927098018,0.2314931632966228
0,0.130542240862791,0.06362342720191759,0.0681171360095869,0.02950868783702854,0.11485170760934718,0.059167165967645784,0.07455811863391316,0.08103654883163638,0.14297483523067667,0.13346315158777777
1,0.1004272600363801,0.06924996827276997,0.0770760184440985,0.09729683996785012,0.10283852954862822,0.05368247387791433,0.07957189390414081,0.09167054443927382,0.10046956301028069,0.17344219298616395
0,0.13214235476156944,0.0930369953579976,0.06583204388802913,0.10932620621747102,0.04090589393726321,0.031059220706147216,0.06932057954705319,0.12190181460120977,0.09123646082430692,0.1903783935855959
0,0.09971612903225835,0.0780903225806458,0.05517419354838819,0.06043870967741981,0.056619354838709446,0.056464516129032305,0.10338064516129002,0.1432258064516131,0.14131612903225665,0.16629677419354888
1,0.09160164649505491,0.08763899981569184,0.09439700190452653,0.0863181175892365,0.077164096577993,0.04515574122995576,0.1188486821895925,0.09716163912268874,0.10345886834183232,0.14551207224918689
0,0.09822536017555628,0.060967464936553514,0.04031103902299414,0.06201698311229891,0.07880927392424442,0.06373437649079366,0.05490888274019769,0.08968609865470874,0.1931113443373701,0.1869573513977649
1,0.08480772042696386,0.0839303991811663,0.08934054686357683,0.09211873080859702,0.06806550665301814,0.04423161280889027,0.15046059365404385,0.12150899254277056,0.0823950870010226,0.15857581517765837
1,0.1493357987445867,0.13478662838791303,0.11391173178920655,0.07722251958542196,0.06758795192448111,0.04136051773636425,0.022723955038685493,0.0445720402900109,0.14228018101308942,0.1700160576127663
1,0.10607380562428098,0.056904902951527676,0.07324807471164241,0.09067149876293777,0.06509391225563628,0.08021744433215991,0.11245077882705604,0.10339059832038208,0.0818900930410847,0.15862285256298608
1,0.07046306209850077,0.0626338329764443,0.08592077087794416,0.11630085653104989,0.08558618843683058,0.053667023554603226,0.0710653104925047,0.10131156316916573,0.13389989293361906,0.1791354389721643
0,0.15983405207707788,0.0948195862219549,0.08919700857033704,0.04612697199628872,0.06747093181942279,0.027676183197774384,0.10802991429663175,0.08504831049729823,0.07282056880834153,0.18287024400895152
